Date,Result,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20,Top21,Top22,Top23,Top24,Top25
2019-07-31,1,Tourists urged not to ride elephants in Thailand as disturbing photos reveal how elephants are tortured for entertainment.,"Ronald Reagan called Africans at UN 'monkeys', tapes reveal",Brexit: Boris Johnson faces Supreme Court bid to make him stand trial over campaign ‘lies’ - Private prosecutor seeks permission to appeal previous ruling over ‘£350m a week’ claim,Two members of the German heavy metal band Rammstein shared a kiss on stage during a concert in Moscow in what was seen by many as a pledge of support for the Russian LGBTQ community.,Coke and Pepsi abandon the plastics lobby,"Authorities in the Chinese capital have ordered halal restaurants and food stalls to remove Arabic script and symbols associated with Islam from their signs, part of an expanding national effort to ""Sinicize"" its Muslim population",HK protesters call for citywide strike on August 5,'A cop said I was famous': China accuses foreigners in Hong Kong of being 'agents' - Chinese state media and pro-Beijing lawmakers post images of westerners to stoke suspicions of ‘external forces’,"UK needs to plant 1.5 billion trees to tackle climate change, government told - ‘Let’s not shy away from the truth. It will be a challenge, it will cost money’","Law to protect men from being 'seduced' into raping women proposed in Malaysia's parliament - 'The actions, clothing of women can seduce us into breaking the law and causing us to be charged,' says MP Mohamad Imran Abd Hamid","A group of Pacific island nations on Tuesday declared a climate crisis and said that developed nations, in particular Australia, have failed to take requisite action to avert the ""grave consequences"" their nations face, including the prospect of their lands being ""uninhabitable as early as 2030.""","World's most endangered mammal 'to be extinct within a year', scientists say - Vaquita porpoise populations have dropped by 98.6 per cent since 2011 and now fewer than 10 remain",Germany rejects US call to join Gulf taskforce,North Korea has fired multiple unidentified projectiles: South Korean media,Hong Kong protests: 'I'm in Australia but I feel censored by Chinese students',Sinn Féin: vote on Irish reunification must follow no-deal Brexit,"Brexit: mess with Good Friday and we’ll block UK trade deal, US politicians warn","UK hemp farmers 'devastated' after being forced to destroy crop - Patrick Gillett and Ali Silk said they had to cut down their crop because the Home Office said they were no longer allowed to harvest it for cannabis oil, or CBD.",Italy bars McDonald's fast-food amidst monuments of ancient Rome,Dubai's Princess Haya launches forced marriage legal battle in U.K.,China accuses U.S. of being behind Hong Kong protests,Drugmakers to pay $70 million over deals to keep cheap generics off the market,"Ronald Reagan called Africans at UN 'monkeys', tapes reveal","Video of Boris Johnson saying ""no government"" would bring UK out of single market goes viral",Earth Overshoot Day Shows We’re Tearing Through Resources Faster Than Ever: July 29 marks the point at which we start to consume more than the Earth can replenish. And this date is getting earlier each year.
2019-08-01,1,61% of Canadians want government to take action on climate change even if economy suffers: poll,Iran Clams Saudi Arabia Killed Over '3000 Americans' and still gets to 'have Nuclear Weapons',Saudi women no longer need permission of male guardian to travel,Prince Harry delivers a speech at Google's Climate Change Conference - attended by A-listers arriving in over 110 private jets and yachts,Greenland's ice sheet melting so fast it has caused global sea levels to rise 0.5mm in just a month,Google has been temporarily forced to stop listening in on its users across Europe after leaked data sparked privacy concerns,Canada unveils new pot-pardon application system. U.S. authorities now unable to see convictions of pardoned Canadians,"Just 10% of fossil fuel subsidy cash 'could pay for green transition' - Redirecting small portion of subsidies would unleash clean energy revolution, says report","Zuckerberg’s Facebook is reportedly working on a back-door content-scanner for WhatsApp, tantamount to a wiretapping algorithm - it will scan your messages before you send them and report anything suspicious.","UN: US, allies killed more civilians than Taliban in Afghanistan in first half of 2019","Iranian women are sharing videos of themselves removing their headscarves in public, despite a recent ruling they could face 10 years in jail for doing so","Dutch 'burqa ban' comes into force - A law that prohibits clothing that ""covers the face"" from being worn in a variety of public spaces, such as schools, hospitals, public buildings and public transport, came into effect in the Netherlands on Thursday.","Berlin makes public transport free for all schoolchildren - The aim is to “relieve families and young people from both states of mobility costs while helping the environment,” wrote the VBB in a press release.",Boris Johnson ally’s firm secretly ran Facebook propaganda network,"A high-quality restaurant in prison, where inmates can learn valuable skills in cooking and hospitality, is making a ""significant"" difference in cutting reoffending rates, say UK researchers. Clink chief Christopher Moore says it connects inmates with future jobs.",Tories could lose majority overnight as MP warns he could defect to Lib Dems,Japan's first severely disabled lawmakers join parliament - Their election last month has been seen as major step for representation and the visibility of disabled people Japan. The upper house underwent special modifications to allow for their access.,Indian Supreme Court orders to provide army protection and $36200 as compensation for the victim who was raped by a politician who also had her family killed,"Girl, 16, among 44 charged with rioting in Hong Kong","LightSail 2 becomes the first spacecraft to change its orbit using only sunlight. The success not only proves the effectiveness of solar sails, but also opens up a new, more cost-effective way to propel small spacecraft.",Rammstein break Russian anti-LGBTQ laws by kissing on stage,North Korean soldier defects to South by crossing DMZ at night,Video of China's military practicing riot drills with tanks in Hong Kong bears similarities to army response to the infamous Tiananmen Square protests,"Germany expresses 'deep shame' for Nazi destruction of Poland: At an event marking the 75th anniversary of the Warsaw Uprising, Germany recognized its moral responsibility for Nazi wartime atrocities in Poland. But Foreign Minister Heiko Maas ruled out financial reparations",Iranian women could face up to ten years in prison if they post photos of themselves without a hijab
2019-08-02,0,Thousands of Hong Kong civil servants defy government to join protests,Ireland: First-time drug offenders to be referred to Health Service and not courts in policy overhaul,Hong Kong protesters win rare support from mainland as posts go viral,Donald Trump Threatens To Release ‘Thousands Of ISIS Fighters’ To Europe,"Trump calls Hong Kong protests 'riots', says internal matter for China",Andrew Bolt's mocking of Greta Thunberg leaves autism advocates 'disgusted',US formally withdraws from 1987 nuclear pact with Russia,Thousands of water bottles intended for Hurricane Maria victims found unopened in Puerto Rico,Teen climate activist Greta Thunberg fires back at Australian columnist who called her 'deeply disturbed',Kremlin critic Alexei Navalny says he was poisoned in custody - Jailed Russian opposition leader Alexei Navalny has filed an official complaint saying he was poisoned while in jail on Sunday. Five people have been detained for organizing last weekend's protests in Moscow.,Dow ends 280 points lower as Trump announces additional tariffs on China,Atheism grows in Turkey as Recep Tayyip Erdogan urges Islam.,July was the Hottest Month in Human History,Britain's pro-EU Liberal Democrats win parliamentary seat from Boris Johnson's Conservatives,Brazilian scientist fired over deforestation data spat,Scientists link Europe heat wave to man-made global warming,Hundreds surround police station after Hong Kong independence activist Andy Chan and 7 others arrested,US farmers are slamming Trump — saying 'trade policy is not a game' and China tariffs will plague ranchers for 'decades',Trump says he is considering a blockade or quarantine on Venezuela,Six bombs explode in Bangkok.,Hong Kong voter registration skyrockets to biggest gain since at least 2003 – with huge increase driven by ‘dissatisfaction’ over extradition bill crisis: Surge is driven by more than 12 per cent rise in registrations from those aged 18 to 35,Taps Run Dry in Zimbabwe’s Capital City Leaving 2 Million People With Running Water Only Once a Week,Indonesia earthquake: Tsunami warning after magnitude-7 quake strikes off island of Sumatra,"Leaked government document warns of 'food shortages,' 'consumer panic' and 'people smuggling' in the event of no-deal Brexit",'Forgotten' Roma Holocaust marked at Auschwitz ceremony
2019-08-05,1,"Hong Kong students and emigrants in Taiwan have been buying helmets, goggles, umbrellas, plastic wrap and Band-Aids in bulk and couriering them to pro-democracy protesters in Hong Kong.","Abortion will be treated as a health issue rather than a crime, New Zealand Government has announced.","'An Act of Terrorism': Mexico Plans Legal Action Against US After 6 Citizens Killed in El Paso Shooting: ""Mexico would like to express its utmost, profound condemnation and rejection of this barbaric act,"" said Marcelo Ebrard, Mexico's Foreign Minister",Second car rams into crowd as chief executive Carrie Lam warns city is being pushed to ‘the verge of a very dangerous situation’,China reportedly halts US agricultural imports in retaliation for Trump's tariff increase,"Greenland's ice wasn't supposed to melt like last week until 2070: 'Across lower elevations around the margins of the ice sheet, bare glacial ice melted at an unprecedented rate, losing 12.5 billion tons of water on Thursday alone'",Cloudflare terminates 8chan as customer on 'hate-filled' content: CEO,Kashmir goes dark as phone and internet services suspended and state leaders placed under house arrest,Dow plummets 780 points in worst drop of 2019 as US-China trade war escalates,"Australia won't host U.S. missiles, prime minister says","North Korea is a no-show at Asian summit, snubbing Trump administration again - ‘casting fresh doubts about Trump’s initiative to persuade Kim to shed his ample nuclear arsenal.‘",Mexico calls for protections for Mexicans in the US,Trump rally 'shoot them' video resurfaces after Texas mass shooting,"Scots favour independence from United Kingdom, Ashcroft poll shows",Hyundai launches car with a solar roof,8chan goes dark after hardware provider discontinues service,Germany: Artwork stolen by Nazis returned to Jewish family,"Low- and middle-income families now less able to cope with recession than before 2008 crisis, study finds - Risk of UK downturn biggest since 2007, but households less able to cope, think tank warns",Hong Kong police fire teargas at protesters as two cars ram crowds,Taiwan pitches Ottawa on closer relationship as dispute with China drags on - “We are both democratic countries. We do things according to international norms and regulations.”,"New Zealand government announces abortion reform: new bill would see abortion decriminalised, procedure available up to 20 weeks",Iran foreign minister says he received US sanctions after rejecting White House invite,Russians Say Soviet Rule Was ‘Closer to People’ Than Current Regime – Poll,"Costa Rica reports near 100% renewable energy electricity supply and electricity export: Costa Rica now derives nearly 100% of its electricity from renewable energies, including geothermal energy, which accounts for around 12.9% of electricity generation.",Taiwan protests over UN Women's label as 'province of China'
2019-08-06,1,"Uruguay issues travel warning for the U.S. after mass shootings, citing ""indiscriminate violence"" and a rise in hate crimes","'Britain has no leverage. Britain is desperate. Britain has nothing else': Trump will exploit the UK in trade talks, former US treasury secretary says","Venezuela, Uruguay, Japan warn citizens about traveling to the US because of mass shootings","Three masked youngsters from Hong Kong's anti-government movement took the unusual step on Tuesday (Aug 6) of holding a press conference to demand democracy, liberty and equality and condemn the city's pro-Beijing leaders.","Alaska's sea ice has completely melted away - after an Arctic summer with well above-average temperatures, warmer seas, and a historic July heat wave",Russian prosecutors seek to take baby away from parents who attended opposition rally,Greenland Lost 12.5 Billion Tons of Ice in a Single Day,India passes Transgender persons protection of rights bill,Majority of Brazilians Reject Mining in Indigenous Lands - Datafolha survey shows that 86% of country disagrees with President Jair Bolsonaro's plan to open mining in these areas,Easyjet slammed for asking flyer to remove photo of backless seat on plane,EU leaders 'have accepted UK is leaving without a deal',Photos reveal elephant abuse as tourists urged to boycott rides in Thailand,China warns Hong Kong protesters: 'Those who play with fire will perish by it' - CNA,China confirms it is suspending agricultural product purchases in response to Trump's new tariffs,EU experts agree pesticide may damage unborn children,US Treasury designates China as a currency manipulator,"Germany: Refugees integrated into labor market 'quicker than expected': Institute for Employment Research has revealed that approximately 400,000 refugees will be in work before the end of the year. The agency is ""quite satifsifed"" with migrants' assimilation into the labor market",Over 200 flights cancelled in Hong Kong as city faces largest worker strike and traffic block yet,Environmental Activists Have Higher Death Rates Than Some Soldiers: Killings of those protecting nature are highest in countries with corruption and weak rule of law,BBC's Michael Buerk: Let obese people die early to save NHS money,Wales at the heart of major international project to tackle climate change by planting 1 trillion trees: 'One trillion more trees would store 205 billion tonnes of carbon - or two thirds of all the C02 released since the Industrial Revolution,Jeff Bezos' net worth plunged by $3.4 billion in Monday's stock rout — and the rest of the world's super rich lost $117 billion | Markets Insider,8chan: far-right site linked to shootings resurfaces – and is kicked offline again,British teen who claimed Israeli tourists gang-raped her in Ayia Napa says police dictated her confession that she had invented the allegation and ordered her to sign it,"Chinese police mass 12,000 anti-riot officers for drills in Shenzhen, the Chinese city bordering Hong Kong"
2019-08-07,1,Federal Judge Orders Release Of Khashoggi Records By U.S. Government,"Hong Kong police tear skirt, underwear off female protester, sparking public wrath",‘Be water’: Hong Kong protesters adopt Bruce Lee tactic to evade police crackdown,"57 dead and 18,000 taken to hospitals in one week amid Japan heat wave",HK police arrest student leader with lasers. Police claim the laser pointers were ‘laser guns’ and charged the student with possession of ‘offensive weapons’,Over 80% of Taiwanese believe Taiwan to be sovereign state: poll,Thousands of Hong Kong lawyers stage rare protest urging end to political prosecutions during anti-gov’t demos,Oil prices could crash by $30 if China buys Iranian crude: BofA,"Boris Johnson's racist comments would rule him out of joining police, UK counterterror chief says",Canadian resident detained in Iranian prison for 11 years escapes — and returns home,Fewer Chinese tourists make Taiwan more attractive to Japanese travelers,"NZ government caution to China over Hong Kong signals relationship 'adjustment'. Government officials have raised concerns about freedom of expression with the Chinese embassy, after supporters of the Hong Kong protests in Auckland faced silencing tactics.",Estonia has decided not to recognise Russian passports issued to Donetsk and Luhansk residents in Ukraine after 24 April 2019,'Differences in culture exist': Berlin refugees given sexual consent classes,U.S. State Department Official Involved in White Nationalist Movement,'Biggest Crisis No One Is Talking About': Quarter of Humanity Faces 'Extremely High Water Stress' Intensified by Climate Emergency,Twitter admits using user data for ads without consent,"Suicide is no longer the biggest killer of middle-aged UK men, new data has revealed, as deaths caused by drug overdoses have eclipsed them for the first time.","A giant parrot that roamed New Zealand about 19 million years ago had a height of 1m - roughly half the average height of a human, a new study has found.",A student attended a protest at an Australian uni. Days later Chinese officials visited his family,Hong Kong protests: Australia issues travel alert as China warns of worst crisis since 1997 -Australia tells tourists there is a risk of violence between protesters and police or ‘criminally linked individuals’,"Bolsonaro rejects 'Captain Chainsaw' label as data shows deforestation 'exploded': Data says 2,254 sq km cleared in July as president says Macron and Merkel ‘haven’t realized Brazil’s under new management’","Alaska’s waters are now completely free from ice, with the nearest ice shelf more than 240km away, scientists have warned. Following the warmest July on record, Arctic sea ice has been left 2 million sq km below the long-term average.",Palestinian who saved Israeli kids gets Israeli residency,"Turkish government destroys more than 300,000 books | Books"
2019-08-08,1,The Oil Giants Might Finally Pay for Pulling the Biggest Hoax of All: NY state sues ExxonMobil on charges that it knew the risks of climate change and defrauded investors by misrepresenting them.,Luxembourg to be first European country to legalise cannabis,A scathing new Pentagon report blames Trump for the return of ISIS in Syria and Iraq,Beijing is prepping for a massacre in Hong Kong: time for the West to put human rights ahead of free trade,"A Mexican Physicist Solved a 2,000-Year Old Problem That Will Lead to Cheaper, Sharper Lenses: It’s a phenomenon known as spherical aberration, and it’s a problem that even Newton and Greek mathematician Diocles couldn’t crack.",Cruise ships are finally banned from Venice following decades-long battle,"Amnesty international issues warning about travel to the US following mass shootings: ""gun violence is so prevalent in the United States that it amounts to a human rights crisis""",Report: Apple Has Activated Software Locks on iPhone Batteries to Discourage Third-Party Repairs,"Chinese trolls get doxxed by HK hackers, personal info used to enlist them in PLA","Green energy isn't enough to fix climate change, this report warns, we need to change our food production and land management.",Critics Say Monsanto's Spying and Intimidation Operation Show Why BioTech Giant 'Needs To Be Destroyed Now':New documents reveal Monsanto's 'fusion center' aimed at targeting and discrediting journalists and critics,"China’s rare earth producers say they are ready to weaponise their supply stranglehold, pass any tariff as cost to US customers",Revealed: how Monsanto's 'intelligence center' targeted journalists and activists,"'Perfect storm' - Climate crisis reducing land’s ability to sustain humanity, says UN IPCC","A Detroit diabetic was deported to Iraq, where he’d never lived. He died from lack of insulin",Israeli Police plants rifle in Palestinian home during TV Docudrama filming,A short-term spike in radiation levels was recorded after a rocket engine exploded during a test in Russia. Moscow’s defence ministry said two were killed and four others wounded after the blast at a military shooting range in the northwestern region of Arkhangelsk.,Kashmir residents say they are starving as first accounts of India's lock-down of region emerge,"Cloudflare Is Protecting a Site Linked to a Neo-Nazi Terror Group: The site is linked to Atomwaffen Division, a neo-Nazi terrorist organization connected to racially motivated killings in the U.S.","'No tears, no blood': Hongkongers stage huge laser show to protest against arrests | World news",15-year-old raped by 3 men. She takes a lift to get home. Gang-raped again.,"Koch gets 600 employees deported, avoids paying $3.75M to settle sexual harassment, race claims",Barcelona confirms women allowed to be topless in city pools,"Out of 144 countries, Japan ranks 142nd in the world for helping strangers","UN slams Israel's 'effective annexation' of West Bank after 2,000 settlement units approved"
2019-08-09,0,Leaked documents show 16-years-old children work gruelling and overnight to produce components for Amazon's Alexa in China,"Boris Johnson accused of 'unprecedented, unconstitutional and anti-democratic abuse of power' over plot to force general election after no-deal Brexit","In first for Arab world, openly gay candidate runs for Tunisia’s presidency","Foxconn admits schoolchildren in China factory worked overnight to build Amazon’s Alexa devices, blaming ‘lax oversight’ by local management","Trump threatens to retaliate against countries like Japan, Canada, Uruguay that issued travel warnings","Atheists outnumber practising Catholics in Spain, new figures show",Boris Johnson accused of 'breaking economy' over no-deal Brexit threats as recession fears mount,"Major power failures reported across large areas of the UK, affecting trains, airports and traffic lights",Three days of protests begin at Hong Kong airport,Chase Bank cancels all credit card debt for Canadian customers,"Bolsonaro has blessed ‘brutal' assault on rainforest, sacked scientist warns | World news | The Guardian",Jupiter just got slammed by something so big we saw it from Earth,Facebook could pay billions after losing facial recognition privacy appeal - The Verge,Zimbabwe facing 'worst-ever' hunger crisis - Millions are on the brink of starvation and President Emmerson Mnangagwa has declared the country's drought a national disaster.,US threatens to withdraw troops from Germany,"Mexico: 19 bodies found hanging from bridges, abandoned on roads - Discovery of bodies in three different sites appears to be part of a turf war between rival drug gangs, prosecutor says.",Thousands of Hong Kong lawyers stage rare protest urging end to political prosecutions during anti-gov't demos | Hong Kong Free Press HKFP,Russian pharmacies report rise in sales of iodine near military explosion,"Walmart removing violent video game displays, signs from stores but still selling guns",Heatwave caused nearly 400 more deaths in Netherlands: stats agency,"'Huge Victory for Press Freedom': Brazil Supreme Court Bars Bolsonaro From Investigating Glenn Greenwald and The Intercept. Greenwald applauded the court for protecting journalism against ""repressive, retaliatory acts threatened by the Bolsonaro government""","Huawei announces HarmonyOS, an open-source alternative to Android for every device",Russians rush to buy iodine after blast causes radiation spike: reports - Reuters,A young woman who put a Sydney dad in jail for a week after she accused him of indecent assault and stalking has been jailed for nine months.,Bill to decriminalise abortion passes NSW (Australia) Lower House
2019-08-12,0,"Leaked Draft of Trump Executive Order to 'Censor the Internet' Denounced as Dangerous, Unconstitutional Edict: ""In practice, this executive order would mean that whichever political party is in power could dictate what speech is allowed on the Internet.""",Trump mocks Shinzo Abe and Moon Jae-in with Asian accent.,"Muslim women 'sterilised' in China detention camps, say former detainees",New Zealanders surrender thousands of firearms five months after Christchurch massacre,Norwegian shooter appears with bruises in court after beeing overpowered by 65-year-old retired Pakistani air force officer,"Trump tore out magazine picture of Justin Trudeau, scrawled odd message and mailed it to Canadian embassy, reports claim",China slams Hong Kong protest violence as 'terrorism',"Trump says Kim Apologised for previous missile tests, though North Korea launched more missiles hours later","Hong Kong police shoot projectiles at close range in Tai Koo, as protester suffers ruptured eye in TST",Hong Kong Police unveil water cannon trucks to combat pro-democracy activists as China brands Hong Kong protests 'terrorism',Germany to ban plastic bags,"Drug maker 'will make $21bn from treating cystic fibrosis' charging $125,000 per patient per year.","Children of British Isis members will not be allowed to return to Britain, government rules",Scientists successfully turn breast cancer cells into fat to stop them from spreading - in a new proof-of-concept study in mice.,Park rangers to increase patrols at ancient sites amid reports of neo-Nazi rituals,"India accused the BBC and Reuters of lying about large-scale protests in Kashmir, even though they were recorded on video","Food will be scarce, expensive and less nutritious, climate report says",Remainer MPs are plotting to force Boris Johnson to request a Brexit extension,"Free speech and privacy on the wane across the world - Autocratic rule, increased media restrictions and use of mass surveillance affect almost half global population, researchers find",Companies to take ‘disciplinary action’ against employees protesting in Hong Kong,Australia set to shut down loophole supporting illegal ivory trade,"British academics call on University of Hong Kong not to dismiss jailed law professor - Hundreds of international academics have signed an open letter in support of a jailed Hong Kong law professor currently in solitary confinement, urging his university not to dismiss him from his position.","Trump Used Asian Accent to Mock US Allies at Fundraiser - The president also praised North Korean dictator Kim Jong-un, claiming, “People say he only smiles when he sees me”","Facebook and YouTube Are Failing to Detect Terrorist Content in Arabic: ""Jihadists are aware that Arabic, in addition to considering it a sacred language, provides a linguistic firewall which their adversaries find difficult to penetrate.""",Canadians are furious over Trump’s drug import plan. Some want to stop it.
2019-08-13,1,"16-year-old climate activist Greta Thunberg says meeting with Trump would be a ""waste"": ""Why should I waste time talking to him when he, of course, is not going to listen to me?""",Hong Kong protests: Video shows paramilitary forces assembling in Shenzhen,China media says Hong Kong protesters are ‘asking for self-destruction’ as military assembles nearby,"Chaos as Hong Kong riot police enter airport, arrest anti-gov’t protesters",French officials call for investigation of Jeffrey Epstein’s 'links with France',"Hong Kong protesters wave American flag, sing national anthem","Climate change 'getting worse faster than we are mobilizing to solve it': Al Gore. ""I did think at the time that there was a chance he might change on climate when presented with the facts,"" Gore said when he met Trump. ""I was clearly wrong about that… He doesn't want to change on it.""","UK should give British nationality to Hong Kong citizens, Tugendhat says. Move would be to reassure Hong Kong’s people rather than facing down Chinese threats.",Gay parents flee Russia with kids: 'The authorities could take the children away',Hong Kongers defy warnings to hold another massive airport protest,Ebola Is Now Curable,Hong Kong protests ‘more serious’ than US-China trade war for global markets,"Elon Musk just endorsed a presidential candidate few people have heard of because he wants to give everyone in the US $1,000 per month for free. Here's what basic income is and how Andrew Yang's plan to solve America's wealth-gap crisis would work.",UN Human Rights Counsel Acknowledges Police Brutality in Hong Kong Peaceful Protests,US border patrol officer pleads guilty to deliberately hitting migrant with truck and calling immigrants 'subhuman',"China moving troops to Hong Kong border, Trump says, citing intelligence","Protesters in Mexico City demanded justice for two teenage girls who say police officers raped them, dousing the capital's security minister in pink glitter and smashing the glass doors of the local prosecutor's office",Canadians seek cancellation of major arms deal with Saudi Arabia,"Russian military orders village evacuation, then cancels it",Trump wants to import drugs from Canada. Canadians are furious,"Carbon dioxide in Earth's atmosphere rose to levels the planet hasn't seen in 800,000 years in 2018, underscoring the impact of irreversible and increasing environmental damage due to human activity",Russian town of Nyonoksa near White Sea evacuated as mystery deepens following explosion that killed five nuclear scientists. Many Russians spoke angrily on social media of misleading reports reminiscent of the lethal delays in acknowledging the Chernobyl accident three decades ago.,"Sydney stabbing: Man with knife stopped by heroes, chairs, milk crate and axe","Giant river animals on verge of extinction: Populations of great freshwater species, from catfish to stingrays, have plunged by 97% since 1970 - 'just three Chinese giant softshell turtles are known to survive and all are male'",Hong Kong protests: China military convoy gathers at border. [original post r/videos removed]
2019-08-14,0,Asap Rocky convicted of assault by Swedish criminal court,More than half of world’s forest wildlife lost in 40 years,Scientists Discover a Cure for the Deadliest Strain of Tuberculosis,Satellite photos appear to show Chinese APCs near Hong Kong,"Ocean-surface garbage bins come to B.C.'s West Coast. They can collect about one and half tons of waste per year. They float and gently pump water into a catchment bin, filtering out pollutants like petroleum-based oils, plastics, and Styrofoam before pumping the water back into the ocean.","Europe has space for enough wind turbines to power the entire world, study finds - Europe could create 100 times the energy it currently produces through onshore windfarms","The remains of a giant penguin the size of a human have been discovered in New Zealand. The fossilised bones are of an animal thought to have been about 1.6m (5ft 3in) tall, weighing up to 80kg (176lb).","Harrowing photos have emerged of an incredibly thin 70-year-old elephant who works in a parade in Sri Lanka. Tikiiri is one of 60 elephants who joins the Perahera Festival, working every night for ten days wearing a costume, including a mask with bright lights.","'Stop provoking ally': Korea's conservatives slam Trump - ""With the 'money is everything' mind of a merchant, Trump seems to be confused about what is his ally and foe,"" Rep. Cho Kyung-tae of the main opposition Liberty Party of Korea said on a radio show Tuesday.","Sikhs help 32 ""badly frightened"" Kashmiri girls return home after they lost contact to their families due to Kashmir communication lockdown","Brazil will let trophy hunters shoot jaguars, parrots and monkeys, warn conservation groups","Major breach found in biometrics system used by banks, UK police and defence firms | Fingerprints, facial recognition and other personal information from Biostar 2 discovered on publicly accessible database",Kenya enacts world's toughest plastic bag ban: Even duty-free shopping bags will be confiscated at airports,Palm oil 'bergs' begin washing up over British beaches,India: All 6 ‘cow vigilantes’ who lynched Muslim dairy farmer to death acquitted,"About three football fields' worth of rainforest per minute are being lost, primarily to infrastructure projects, logging, mining, and farming - much of which is not legally permitted.","Millions in UK will start having to pay for NHS care straight after no-deal Brexit, reports say","Over 70,000 people sign petition to rename Fifth Avenue outside Trump Tower after Obama",Plastic particles falling out of sky with snow in Arctic,The Myth That the US Leads The World in Mass Shootings,Air pollution in cities ‘as bad for you as smoking 20 cigarettes a day’,"Last week, Cathay Pacific told its staff it would not stop them joining the pro-democracy demonstrations sweeping Hong Kong. Now, faced with pressure from the Chinese government and Chinese social media, it quickly changed its position, warning that any staff involved would be fired.","Mexico City's mayor said on Tuesday that six police officers were suspended as part of an investigation into the rape of two teenage girls, after demonstrations by hundreds of women demanding justice","Solar Power Is Playing A Growing Role To Save The Bees - Solar companies are turning solar farms into “solar apiaries”, pollinator-safe havens, with pollinator-friendly plant seeding and bee-boxes to promote bee colony health.",U.K. speaker vows to stop Boris Johnson from closing Parliament to force Brexit
2019-08-15,0,"Now Earning 278 Times More Than Average Worker, New Study Shows CEO Pay Has Grown More Than 1,000% Since 1978: ""Corporate greed is eviscerating the working class"" - consumer advocacy watchdog Public Citizen","Mexican government proposes to tax junk food, soda, alcohol and tobacco and seeks to pour funds right back into its healthcare system","United Nations to hold crucial meet on Hong Kong protests. the UN has shown concerns over human rights violations, especially the use of unethical measures as pepper spray on protesters.","India has shut down Kashmir’s internet: pharmacists can’t restock medicines, workers aren’t being paid","One of the richest people in Hong Kong has lost $1 billion over the course of the 10-week protests, and now he's joining the chorus of wealthy citizens calling for the protests to end",Ethiopia launches national plan to end child marriage and Female Genital Mutilation (FGM) practices within the coming five years period,"Organizers said some 100,000 people, mostly women, had attended a demonstration in the capital, Brasilia. Protesters slammed populist President Jair Bolsonaro, whom they labeled ""misogynist, racist and homophobic.”",The U.S. left a hole in leadership on climate. China is filling it: China is making greater and faster strides than expected away from fossil fuels - becoming the world’s largest investor in solar and wind technology and boasting more jobs in solar energy than in coal-mining,Trump says China should treat Hong Kong 'humanely' before trade deal can be agreed,Huawei employees reportedly caught helping African governments spy on opposition,"Chinese social media users directed their fury at online retailer Amazon.com on Aug. 15, after discovering T-shirts on its website sporting slogans that support anti-government protesters in Hong Kong.",Norway detects radioactive iodine by Russian border days after blast,"Armed forces in Kashmir are detaining children and molesting women and girls amid a state-wide blackout, report claims",Israel Considers Banning Democratic Congresswomen from Visiting,"July was Earth’s hottest month since records began, with the globe missing 1 million square miles of sea ice",Microsoft's latest privacy policy says vendors listen to voice data,China will do whatever it wants in Hong Kong,Dental surgeons are calling for the government in England to encourage all schools to go sugar-free in a bid to combat tooth decay. They say it is essential to cut sugar in school meals to tackle a condition affecting a quarter of five-year-olds.,19 People Have Been Murdered in Mexico by Cartels Fighting Over the Avocado Trade,Chinese paramilitary members are gathered near Hong Kong border,China Is Waging a Disinformation War Against Hong Kong Protesters,"Amazon is launching a new program to donate unsold products, after reports that millions were being destroyed",Video shows police in Hong Kong putting rod into protestor's backpack; he is now in hospital with a brain hemorrhage,Brexit: Corbyn plans to call no-confidence vote to defeat no-deal,Russia flies nuclear-capable bombers to region facing Alaska - Reuters
