Date,Result,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20,Top21,Top22,Top23,Top24,Top25
2020-06-18,0,"Indians hold funerals for soldiers killed at China border, burn portraits of Xi",China has found the trading sections for meat and seafood in Beijing's wholesale food market to be severely contaminated with the new coronavirus,"Trump obsessed with sending CD of Elton John's 'Rocket Man' to Kim Jong-un, ex-aide Bolton claims",Ukraine's Secret Service Busts Neo-Nazi Cell Inspired By Christchurch Shooter,Indians call for boycott of Chinese goods after fatal border clashes,The Vatican urged Catholics on Thursday to disinvest from the armaments and fossil fuel industries and to closely monitor companies in sectors such as mining to check if they are damaging the environment,Brazilian police arrest Bolsonaro ally in corruption inquiry | World news,An ultraconservative Russian priest who denies coronavirus exists has taken over a women's monastery by force.,166 members of Parliament calls for the UK to ban the sale of tear gas and other riot control weapons to US police departments,"China Threatens US Of ""Consequences"" After Trump Signs Law On Uighurs",A $3.5 Million Fine But 'No Prison For Anyone' After PG&E Pleads Guilty to Felony Manslaughter of 84 People,"Georgian's death in Berlin was a Russian-ordered assassination, prosecutors believe",Satellite images suggest Chinese activity at Himalayan border with India before clash,"Coronavirus antibodies ""lost"" in 10% of Wuhan study patients within 21 days",Coronavirus: Swedes not welcome as neighbours open their borders,"World has six months to avert climate crisis, says energy expert","Huawei is a national security threat, warns ex-Google boss. Ex-Google boss Eric Schmidt has warned that Huawei poses a national security threat and claims ""there’s no question” information from its routers have ""ultimately ended up"" in the hands of the Chinese government.","Japanese researchers have succeeded in fertilising pear trees using pollen carried on the thin film of a soap bubble. They've been searching for alternative approaches to pollination, because of the decline in the number of bees worldwide.",Facebook takes down Trump’s ‘Antifa’ ads ‘for violating our policy against organized hate’,"New evidence of virus risks from wildlife trade - Rats sold in the markets and restaurants of Southeast Asia harbour multiple coronaviruses, a study shows","Hong Kong Schools Ordered to Sing Chinese National Anthem, Fly China Flag",John Bolton’s bombshell Trump book: eight of its most stunning claims,Trump campaign runs ads with marking once used by Nazis to designate political prisoners,"Trump called journalists 'scumbags' who should be 'executed,' according to John Bolton's new book","""LGBT is not people. It's just an ideology"" - said the president of Poland, who is going to visit the US in order to meet with Trump. Please make this loud."
2020-06-19,0,"With 'Systemic Violations' of Worker Rights, US Comes in Dead Last in Labor Rankings of Wealthy Nations","Seven major European investment firms told Reuters they will divest from beef producers, grains traders and even government bonds in Brazil if they do not see progress in resolving the surging destruction of the Amazon rainforest.","China rattled by ‘boycott China’ campaign launched by Ladakhis, echoed by rest of India | Articles in Chinese media urge India to not conflate border, trade issues",The Polish government says that Russian President Vladmir Putin is manipulating World War II-era history in a way that whitewashes Soviet crimes and accuses him of doing it as part of an “information war” against the West,"Trump dislikes Trudeau and once ordered staff to attack him on TV, Bolton book alleges",14 straight months of rising Amazon deforestation in Brazil: Deforestation in the Brazilian Amazon is currently pacing 83% ahead of where it was a year ago.,Brazilian pastor prays for second Holocaust to 'destroy the Jews like vermin',Indian PM says he has given Indian army full freedom to take any appropriate action necessary against China.,Black Barista Fired By Sydney Cafe After Being Told ‘The Locals Are A Bit Racist’,"Canadians among most active in online right-wing extremism, research finds | CBC News","55 Indian Journalists Arrested, Booked, Threatened For Reporting on COVID-19","A major cyber attack under way. A sophisticated state-based actor is targeting all levels of Australian government and a range of sectors, PM reveals.","Sweden, Where No Lockdown Was Ordered, Becomes Second Most-Infected Country",Hong Kong schools have been ordered to display the Chinese flag and sing the Chinese national anthem as the city begins enforcing a controversial anthem law,Cern poised to back plan for €20bn successor to Large Hadron Collider - Proposed 100km circular tunnel would be four times as big and six times as powerful as LHC,"Boko Haram: Army troops kill 41 terrorists, rescue 40 kidnapped victims","Beijing cancels flights, shuts schools over new COVID-19 outbreak","Prominent Hong Kong democracy activist Joshua Wong said on Friday he planned to run for a seat in the Chinese-ruled city’s legislature, setting up a new battle with authorities after being barred from running in previous polls.",India set to erect a Great Wall against Chinese companies,French court upholds ruling fining Google $56 million for data protection violations.,Trudeau says he's 'disappointed' after China charges two Canadians with spying | CBC News,Two Canadians held in China for over a year have officially been charged with spying,"Bolton Exclusives 2: Trump left ISIS, Kurds to Erdoğan, ignoring Macron, own advisers, Bolton says",Taiwan to set up office to help people fleeing Hong Kong,"'Cyber attacks' point to China's spy agency, Ministry of State Security, as Huawei payback, say former Australian officials"
2020-06-22,0,"70% in Japan want telecommuting to continue after pandemic, survey finds","Boris Johnson and Theresa May ignored claims the Kremlin had a “likely hold” over Donald Trump and may have covertly funded Brexit, the former spy Christopher Steele alleges in secret evidence given to MPs who drew up the Russia report.",WHO reports largest single-day increase in coronavirus cases,"Canadian Cops Keep Killing People During Wellness and Mental Health Calls: At least five people have died during mental health calls or wellness checks by police since April. All five were Black, Indigenous, or people of colour.","The Arctic Circle Hit 101°F Saturday, Its Hottest Temperature Ever: ""This dramatic warming of the Arctic up to triple-digit temperatures was not expected to happen until 2100""","The coronavirus outbreaks that have struck workers in meat plants around the world are due to poor working conditions and living quarters in a sector that is in a “disastrous race to the bottom” in the quest for cheap meat, trade union representatives have said.","India may soon make it compulsory for ecommerce companies to display clearly whether a product being sold on their platform is made in the country or not, as the government seeks to curb Chinese imports",Canada Among Very Worst White Supremacist Countries,India Is Persecuting Journalists Who Question the Nation's Pandemic Response,COVID-19 Threatens Kenya’s Goal to End Female Genital Mutilation by 2022: School closures have reportedly led to “mass cuttings” involving hundreds of girls.,"Indian troops backed by artillery and long-range guns have opened fire on villages along the border on the Pakistani-administered side of the Kashmir region, killing a 13-year-old-girl and wounding her mother and brother",Teen protester accuses police of sexual assault,"Overconsumption and growth economy key drivers of environmental crises - study | The researchers say that ""green"" or ""sustainable growth"" is a myth. ""As long as there is growth—both economically and in population—technology cannot keep up, the overall environmental impacts will only increase.""","German labor minister demands meat company pay coronavirus compensation - ""There must be a civil liability of the company,"" Heil told a Bild online broadcast, adding that the company had ""taken an entire region hostage"" by violating the coronavirus rules.",U.S. Intel: China Ordered Attack on Indian Troops in Galwan River Valley,Anti-Putin activist surfaces in police custody after vanishing from Moscow flat,"Nova Scotia shooter withdrew $475,000 cash days before massacre",A new threat to global trade: Exhausted crews want off cargo ships now,"'Breeding ground for a pandemic': Dog meat still on sale in China, despite new guidelines",China suspends poultry imports from Tyson Foods after coronavirus cases at Arkansas plant,MPs tell Boris Johnson to 'get a grip' over delay in report into Russian political interference,"Grocery store 'heroes' should be paid properly during pandemic: Trudeau. His comments came after Loblaws, Metro and Sobey's all reversed pay premiums for employees.",Neo-Nazi militant group grooms teenagers,Human rights lawyer accuses China of extracting confession by torture,Patagonia joins Facebook advertising boycott over misinformation and hate speech
2020-06-23,0,Most Black British people think Boris Johnson's party is institutionally racist,"The faster a country required masks, the fewer coronavirus deaths it had: study",Kenya policeman charged with the murder of 13-year-old who was shot as he stood on a balcony in March watching police enforce a night-time curfew.,Brazilian judge tells Bolsonaro to behave and wear a face mask - President reminded he is not above the law and risks fine if he continues to break rules,"20% of Northern Ireland adults now consider themselves to have ‘no religion’, a record high",Chinese nationals with government ties have funneled hundreds of thousands in cash to Trump’s re-election campaign: WSJ,RCMP Officer drags handcuffed women through a hall and then steps on her head and pulls her hair,New Zealand seizes $90 million in assets of Russian cybercrime suspect,"Evidence of Russia's 'likely hold' over Trump was covered up by the UK government, according to a former British spy",Facebook faces advertiser revolt over failure to address hate speech,"Brexit: Japan tells UK to agree to trade terms in six weeks or face disruption - Like some countries with EU trade deals, Japan has declined to simply roll over its existing agreement for the UK after Brexit and has instead reopened talks, potentially extracting further concessions from the UK.",US soldier charged with plotting neo-Nazi attack against own unit,European Union considering recommendation to block entry to Americans due to coronavirus surge,Controversy in Australia Over Archbishop’s $6.5 Million Luxury Condo,"Officers Who Police Union Falsely Claimed Were ""Poisoned"" By Shake Shack Reportedly Never Had Symptoms",Horrifying undercover footage from the UK shows pig farm worker slamming piglets into concrete floor while others are thrown into metal troughs as food regulators launch investigation,"27,000 farmers ‘to miss out on £1.6m in payments’ as Nestle drops Fairtrade for KitKats - “The farmers have been trading their way out of grinding poverty thanks to a commitment from Nestlé to buy Fairtrade over these past 10 years. Nestlé withdrawing their support will have a huge impact.""",Jair Bolsonaro ordered to wear mask in public,"Saudi Arabia banned Hajj for international visitors this year due to the coronavirus, forfeiting as much as $4 billion in revenue",Authors at J.K. Rowling's literary agency quit over company's refusal to speak out on transgender rights,"Tel Aviv allows same-sex couples to register as married | Mayor announces change of policy, which enables all to declare relationship and enjoy city benefits, including tax breaks",North Korea threatens to end US in new round of Korean War,"Only 23% of Australians trust China to act responsibly in the world, Lowy Institute poll finds",Iceland hit by thousands of quakes and threat of volcanic eruption,Virus Cases Top Nine Million As WHO Says Pandemic 'Accelerating'
2020-06-24,1,"Canada's largest mental health hospital calls for removal of police from front lines for people in crisis: ""Police are not trained in crisis care""",Boris Johnson confronted over claim no country has working coronavirus app - after 12m downloads in Germany,EU nations may close their borders to US travelers as they seek to reopen their economies to tourism because of how Washington has handled the pandemic,"New UK bill to ban protests outside abortion clinics passes first Commons hurdle - 'This is about the rights of vulnerable women seeking access to health care in safety, anonymity and dignity,' says Labour MP","Germany is banning the sale of single-use plastic straws, cotton buds and food containers, bringing it in line with a EU directive intended to reduce the amount of plastic garbage that pollutes the environment.",A cruel training method for baby elephants known as “the crush” has been revealed in rarely-seen footage. The practice sees calves bound with chains and confined in narrow enclosures for days at a time to make them submissive enough to interact with tourists.,‘Super-spreader’ church at centre of South Korea’s coronavirus outbreak sued for £66m,The president of the international criminal court has accused the US of acting unlawfully by threatening an economic and legal offensive against the institution following a decision by judges to open an investigation into war crimes in Afghanistan.,"Locusts are devastating East Africa: A fourth generation of locust eggs is now hatching, which experts predict will create a locust population 8,000 times larger than the current infestation.","Over the past 3 months, 44 million US workers filed for unemployment while billionaires got $637 billion richer",A city in eastern China is introducing a system that lets people getting married check if their partner has a history of abuse.,Japan has curbed the spread of the coronavirus so well within the country that it is facing a shortage of patients for clinical trials,Bayer to pay $10 billion to settle Roundup cancer lawsuit,"More than 1,000 European MPs from over 25 countries call for Israel annexation to be halted and warn of 'consequences'",Gabon lawmakers vote to decriminalise homosexuality,Canada among 67 nations to reaffirm International Criminal Court support after U.S. sanctions,"Fifty-nine baby crocs went missing from a Darwin reptile park last month. ""I’d like to know who’s doing it,"" says the park owner. ""What are you going to do with 59 crocs?""",‘Why did you shoot me?’ A Black Mississauga mother seeks answers from Peel police [Canada],Turkey’s Erdogan Instructs Creation Of Independent Agency To Promote The Denial Of The Armenian Genocide.,"US, Russia, Brazil on draft list of countries banned from travelling to bloc from 1 July: EU source",Charges dropped against Alberta First Nation Chief in violent RCMP arrest video,China occupies Nepal village Beijing has also taken over 11 strategic areas in the neighbouring country,"136 earthquakes in 24 hrs, Philippines Volcano Enters Period of Unrest.","With Demand 'Echoing Across the World,' UN Chief Calls on Israel to Abandon Illegal Annexation Plan",Only 23% of Australians trust China to act responsibly in the world
2020-06-25,0,"Almost 1 in 3 pilots in Pakistan have fake licenses, aviation minister CNN","The US Defense Department has determined that 20 top Chinese firms, including Huawei, are either owned by or backed by the Chinese military","A meat processing and packaging company that has been accused of animal mistreatment in the past, lobbied the Ontario government for a bill which could prevent undercover journalists and activists from investigating it.",The Netherlands will ban disposable plastic products from July 2021,Ireland will quarantine British travellers because of the UK's 'significantly poorer' response to the coronavirus,'I got to protect the people of Ontario': Premier wants U.S. border to remain closed for fear Americans could spark second wave of COVID-19,Free at last: Man released from prison after 50 years without trial,Britain's railways will be 'renationalised' using emergency coronavirus measures - ending the current franchise system,"Atheists and humanists facing discrimination across the world, report finds","Small-scale miner finds biggest tanzanite gems in history, worth $3.3m",A New Survey Found Almost a Third of Chinese Canadians Have Been Physically Harassed During the Pandemic: The findings cast a shocking spotlight on what has been called Canada’s ‘shadow pandemic’ - anti-Asian racism.,Google will pay publishers for 'high-quality' news and absorb paywall costs,Yamato becomes Japan's 1st city to 'ban' use of phones while walking,Imran Khan calls Osama Bin Laden a martyr in Pakistan Parliament,Cop Who Violently Arrested Indigenous Leader Had a Pending Assault Charge,"More than a million hectares of threatened species’ habitat was cleared for agriculture in New South Wales and Queensland without referral to the federal environment department for assessment, according to new analysis by WWF Australia.",Police Were Chased Out of a Brixton Street Party: Twenty-two officers were injured as crowds threw bottles at police and smashed up their vehicles.,Israeli forces kill Palestinian at occupied West Bank checkpoint while he was on his way to pick up his mother and sister who were preparing for his sister's wedding later that day.,UK beach town raises alarm as huge crowds ignore COVID advice and flock to the coast,Death sentences of three young protesters confirmed by Iran supreme court,Famous painting of Virgin Mary left unrecognizable after botched art restoration in Spain,"More than 90 per cent of Britons back continued ban on chlorinated chicken imports - The research revealed that 86 % were concerned that UK food standards could be weakened as part of potential trade deals, which campaigners have said could lead to chlorinated chicken becoming widespread in Britain.","Climate crisis: Green recovery ‘only option’ to return to economic prosperity after coronavirus recession, UK government warned - Following pandemic, UK has ‘once-in-a-lifetime opportunity’ to improve climate resilience and become global leader on environment, Committee on Climate Change says","Hamas warns Israel: ""Annexation is a declaration of war""",US demanded Japan pay $8 bil. annually for troops: Bolton
2020-06-26,1,US removes Saudi Arabia from list of worst human traffickers,Angela Merkel says Britain must 'live with the consequences' of Boris Johnson’s decision to ditch close alignment with EU,"Russia Secretly Offered Afghan Militants Bounties to Kill American Troops, U.S. Intelligence Says",Anger as Boris Johnson falsely claims child poverty has fallen despite huge rise under Tories,A 14-year-old girl fought off two rapists in India but was burned to death when her attackers became enraged at her resistance.,"Millions more could die in a possible 2nd coronavirus wave, WHO official warns | ""The pandemic is behaving as we hypothesized""","Do not assume US still aspires to be a world leader, Merkel warns","The coronavirus pandemic hasn’t just hurt the U.S. economy — it’s also hurt America’s reputation abroad: The European Council on Foreign Relations surveyed 10,000 Europeans in nine countries and found what it called a “shocking” collapse of the image of the U.S.","Another woman in B.C., Canada claims police wellness check left her with serious injuries","Supreme Court of Canada rules against Uber, allowing $400M class-action lawsuit to move ahead",The lawyers who got India to legalise homosexuality will now push for same sex marriage,"Spyware hidden in Chinese tax software was probably planted by a nation-state, say experts",Canada almost self-sufficient in PPE as Canadian businesses step up: PM,Snowden: Tech Workers Are Complicit in How Their Companies Hurt Society,Ireland on verge of its 'greenest government ever',"Japan monitoring China’s ‘alarming’ activities at sea, border with India and in Hong Kong",'Serious' incident shuts down Glasgow city centre,TikTok to stop reading user clipboards after being exposed by iOS 14 privacy feature,Japan awards first-ever ninja studies degree,North Korea Threatens U.S.: Nuclear Attack ‘The Only Option Left’,The US Navy's top admiral in Europe says China is copying Russia's interference playbook there,"Female genital mutilation: Report shows 68,000 victims in Germany","Jaguar poaching has increased more than 200-fold in the last five years, driven by demand from Chinese consumers for claws, teeth and bone powder used in medicinal paste",10th Ebola outbreak in the Democratic Republic of the Congo declared over; vigilance against flare-ups and support for survivors must continue,"UN Special Rapporteur on Torture: the global ""erosion of human rights standards"" is of critical concern"
2020-06-29,0,Iran issues arrest warrant for Trump; asks Interpol to help,India bans 59 Chinese apps including TikTok as border tensions simmer in Ladakh,China forces birth control on Muslims to suppress population,NATO officials say they were briefed on Russian bounties on US soldiers in Afghanistan — even though Trump claims he wasn't,"Ukraine has declassified previously secret Soviet documents on the explosion at the Chernobyl nuclear plant on 26 April 1986, making them public on Monday.",Iceland president re-elected with 92 percent of vote,"Sightings of American travellers on Vancouver Island raises concerns - “There’s many more cases in the United States than there is here . . . and I really don’t think they should open the borders to them at all,”","Russian bounties to Taliban-linked militants resulted in deaths of U.S. troops, according to intelligence assessments","Europeans' trust in US as world leader collapses during pandemic - Negative attitudes of the US were most marked in Denmark (71%), Portugal (70%), France (68%), Germany (65%) and Spain (64%).",Twitch temporarily bans President Trump for hateful conduct,"America’s relationship with Germany may never be the same again, Berlin warns",Central Tibetan Administration President: We Urge Human Rights Council to Hold Special Session on Human Rights Violations by China,Nigeria wants cancellation of African artifacts auction in Paris,"'Annexation Is Illegal. Period.': UN Human Rights Chief Slams Israeli Government. Prime Minister Benjamin Netanyahu is planning to begin implementing the annexation plan July 1, despite mounting international outcry.",Government accused of ‘putting profit over human dignity’ with plan to build prisons and boost economy - Labour MP accuses government of 'Americanising' jail system,"Donald Trump Square fountain in Petah Tikva, Israel turned blood red in protest of annexation","Europeans’ trust in Trump’s America ‘is gone’ after coronavirus pandemic, poll finds","Japan told U.S. it opposes South Korea joining G7, in move likely to anger Seoul","The South Pole is warming at three times the global average, study says",Shocking Lawsuit Alleges Hockey Players Were Forced to Bob for Apples in Urine: A lawsuit accuses the Canadian Hockey League of sitting idly by while abuse - including players being sexually abused - was rampant.,'Incredible Green Wave' in French Elections Celebrated as 'Mandate to Act for Climate and Social Justice',Toronto doctor gets no professional penalty for sex assault on 16-year-old after panel finds he was ‘struggling to express’ gay identity,Japan auto companies triple Mexican pay rather than move to US,Tik Tok now Banned in India.,"Coronavirus death toll reaches 500,000 worldwide"
2020-06-30,1,"American officials intercepted electronic data showing large financial transfers from a bank account controlled by Russia’s military intelligence agency to a Taliban-linked account, which was among the evidence supporting claim Russia offered bounties for killing US & coalition troops in Afghanistan",New Swine Flu Found in China Has Pandemic Potential,"Britons being refused job interviews in Europe because of Brexit, MPs told - Loss of free movement rights means UK workers not suitable for many professional roles","Trump was 'near-sadistic' in phone calls with female world leaders, according to CNN report on classified calls","Latvia has banned the state-controlled Russian television channel RT, saying that it is effectively controlled by a media figure who is under EU sanctions.",WHO says 'we cannot let our guard down' after China pigs study,"‘Overwhelming majority’ of rapists going free because of collapse in prosecutions, campaigners warn - Only 1.5% of rapes recorded by police in England and Wales were prosecuted in 2019",Australian reporter testifies about police beating outside White House,Mice ‘cured’ of Parkinson’s in accidental scientific discovery,Russia appears to be ignoring the UN nuclear watchdog after it was accused of being behind a mysterious radiation leak into Scandinavia,"US buys up world stock of key Covid-19 drug, other countries unable to buy it for at least 3 months","Russian forces are encroaching on U.S. troop-controlled territory in eastern Syria — part of what officials say is a deliberate campaign to squeeze the U.S. military out of the region, according to two current U.S. officials and one former U.S. official.",Hong Kong security law revealed - violators may face life imprisonment,"Koalas will be driven to extinction before 2050 in New South Wales, major inquiry finds - State parliamentary investigation finds biggest threat to the species’ survival is habitat loss – but logging and clearing has continued","Kingold Jewelry secures US$2.8 billion in loans with gilded copper bars, in latest fraud that embarrasses China, irks US",Japan calls China's reported move on Hong Kong 'regrettable',"Stunning Report Alleges Trump Regularly Bullies U.S. Allies, Gets ‘Outplayed’ By Enemies In Phone Calls",Belgium makes formal apology to Congo for colonial past,"China now claims Bhutan's territory, Bhutan rejects Chinese claims",Australia to build larger and more aggressive military,"Life in prison for secession, subversion and terrorism under Hong Kong security law imposed by China",Germany to dissolve special forces unit over far-right links,U.S. announces end of Hong Kong's special status,Hong Kong adopts national security law hours after Xi Jinping signs legislation,Merkel ally says dealing with Trump has been difficult and warns of a breakdown in Germany's relationship with the US
2020-07-01,0,Anonymous Hackers Target TikTok: ‘Delete This Chinese Spyware Now’,Putin declared triumphant in referendum allowing him to rule until 2036 – five hours before polls close,Taliban sources confirm: Russia did pay extremists to attack US soldiers,"'Utmost horror': China organ harvesting reports being taken very seriously, UK government insists","Russian influencers and bloggers say they were offered as much as $100,000 to support Putin's bid to extend his term to 2036","Trump in ‘fragile’ mood and may drop out of 2020 race if poll numbers don’t improve, GOP insiders tell Fox News",Germany to dissolve special forces unit over far-right links,"Germany to increase penalties for sexual violence against children - As authorities piece together evidence of a pedophile ring that may have included tens of thousands of people, Germany has moved to raise jail time for perpetrators. Possession of child abuse images is also in focus.","Students, civic groups boycott 'Mulan' in support of Hong Kong protests","""Your Whole Family Already Voted"": Viral Video of Incident At Polling Station Points Up Inconsistencies In Russian Constitutional Ballot to Keep Putin in Power","Black market fuel made from stolen oil in rudimentary “bush” refineries hidden deep in the creeks and swamps of the Niger delta is less polluting than the highly toxic diesel and petrol that Europe exports to Nigeria, new laboratory analysis has found.",Police make first arrest under national security law for allegedly possessing a Hong Kong independence flag.,India to ban Chinese companies from highway projects.,Apparent Ballot Stuffer Is Caught Red-Handed At Russian Polling Station In Vote to Extend Putin's Rule,Former NATO commander says Trump's failure to act on intelligence Russia paid militants to kill US troops is a 'betrayal',"China Cutting Uighur Births with Forced Abortion and Sterilization, AP investigation finds","The effects of the coronavirus pandemic will be 'felt for decades to come,' WHO chief says","Next six months 'most critical in a generation' for climate emergency, says man behind Paris deal","China must reconsider Hong Kong security law, 27 countries tell United Nations",UK says China's security law is 'clear and serious' violation of Sino-British Joint Declaration on Hong Kong,"US welcomes India’s ban on China-linked apps, says it will ‘boost national security’",Rupert Murdoch's son James quits News Corporation,A Black Man Was Tortured and Killed in Denmark. The Police Insist It Wasn’t About Race: One of the two white suspects has far-right ties. The prosecutor in the case called it “a personal relationship that has gone wrong.”,"Russians grant Putin right to extend his rule until 2036 in landslide vote, initial results show","‘Delusional’ Trump bullied Merkel and May; pandered to Putin, Erdogan — report"
2020-07-02,1,Woman who coughed at two paramedics and said 'I have the virus' is jailed for six months,"Wedding Causes Biggest COVID-19 Infection Chain In India; Groom Dies, Over 100 Test Positive",Australia considering offering safe haven to hong kong residents,"Trump flew into a rage every time US intelligence warned him about Russia, so officials gave up briefing him on it, report says","As Pandemic Soars in US and Brazil, Red Cross Federation Chief Slams Trump and Bolsonaro for Anti-Science Responses",'Stop interfering in our affairs': China's warning to New Zealand after foreign affairs minister Winston Peters criticises security law,Ghislaine Maxwell Arrested by FBI,Joe Biden threatens to punish China over Hong Kong national security law if elected,Animal cruelty charges pressed against slaughterhouse for boiling pigs alive,"After banning Chinese apps, India raises Hong Kong at UN",U.S. House passes bill to sanction Chinese banks over Hong Kong,"China's biggest gold fraud, 4% of its reserves may be fake: Report",India just officially acknowledged and commented on the protests in Hong Kong and has 'called for addressing the impasse in Hong Kong properly and objectively.',Black Death outbreak in Mongolia as two brothers are infected with bubonic plague after eating marmot meat,"100.4° Arctic record confirmed; Earth may be warmest in 12,000 years","Facebook says it mistakenly let 5,000 developers gather information from people's profiles after a time limit on their rights had expired",Democracy activist Nathan Law says he has fled Hong Kong,Senate strips provision from intelligence bill requiring campaigns to report foreign election help,British Military 'banned from taking the knee' in support of BLM,"Australia drafting plan to offer safe haven to Hong Kong residents, Scott Morrison says",Only 10% of billionaires have pledged to donate to coronavirus relief,"Iran says there has been an ""incident"" at one of its nuclear facilities.","China supplying weapons to Arakan Army terrorists to weaken India, Myanmar: Report",Taiwan and the breakaway East African state of Somaliland announced they established official relations on Wednesday,"National security law: Germany’s Angela Merkel says right of asylum available to all, including Hongkongers"
2020-07-06,0,Bus driver is left brain dead after he was beaten up for refusing to let group of passengers without masks get on board in France,Trudeau turns down White House invitation amid pandemic,Citizens found without mask or not following the COVID-19 prevention guidelines at public places in Gwalior India will have to work as volunteers in hospitals and police check-posts for three days,"New Zealand's largest online news site ceases posting on any facebook owned platform citing ""ethical reasons""",Poll finds majority of Canadians say the Canada-U.S. border should remain closed,"The rape of Colombia's indigenous children: Indigenous women are often the victims of sexual violence in Colombia, but the gang rape of a young girl by soldiers shocked the country. Unfortunately, it was not an isolated incident","Activist Joshua Wong says world must 'stand with Hong Kong,' continue democracy campaign","US soldiers in S.Korea accused of not wearing masks in public, shooting firecrackers towards citizens, at nearby buildings, and mocking the police during July 4th weekend.","TikTok may be 'data collection service disguised as social media', Liberal senator says - Jim Molan’s warning to Australian users comes after Nationals MP said app ‘used and abused’ by China’s Communist party","Goodbye to diesel and gasoline cars: Volkswagen factory produces last ever combustion engine car, shifts to EVs only","China issues bubonic plague alert, forbids eating risky animals",Chinese ships enter Japan's territorial waters,"Xu Zhangrun, outspoken critic of Xi Jinping, detained by police in Beijing","Israel was behind blast at Iran nuclear site, Mideast intel official tells NYT",Japan's 'most powerful' woman wins second term as Tokyo governor,Mexican military open fire on a cartel plane carrying drugs after it crash-lands on motorway -,"Trump spends most of his time in the Oval Office watching TV instead of listening to his advisers, John Bolton suggests",Hundreds of Scientists Publish Letter Criticizing the World Health Organization for Downplaying that Covid-19 is Airborne,Security law: Hong Kong police arrest 8 at 'blank placard' silent protest,American visitor to Nova Scotia tests positive for COVID-19,Indian Govt working on mega plan to triple solar manufacturing capacity to stop imports from China,"China Uses Android Malware To Spy On Ethnic Minorities Worldwide, New Research Says",Mexico town blocks road from U.S. border over fear of coronavirus outbreaks,"Chinese government threatens Canada, warning its own citizens to exercise caution when travelling to the country",China reacts as Australia shows off $270bn defence boost
2020-07-07,0,Brazilian president Jair Bolsonaro tests positive for coronavirus,"The United States is 'looking at' banning TikTok and other Chinese social media apps, Pompeo says","Bolsonaro experiencing Covid-19 symptoms, says CNN Brazil","Refusal to wear mask should be as taboo as drink-driving, says Royal Society chief",WHO acknowledges 'emerging evidence' of airborne spread of COVID-19,A Russian ice cream maker has been accused of promoting homosexuality after using a rainbow on its packaging.,China envoy warns of ‘consequences’ if Britain rejects Huawei -- Liu Xiaoming cautions it is ‘not in UK’s interest’ to make an enemy of Beijing,U.N. expert deems U.S. drone strike on Iran's Soleimani an 'unlawful' killing,"UK to resume arms sales to Saudi Arabia despite 'possible' war crimes in Yemen, government says",Boris Johnson refuses to apologise for blaming care homes for coronavirus death toll,"Pope pulls speech on Hong Kong freedom, raising questions over pressure from Beijing","Woman, 24, is stoned to death 'by her husband and his brother' in latest brutal honour killing in Pakistan","Covid-19 antibodies may only last ‘weeks’, casting doubt on herd immunity - A study of almost 70,000 people in Spain found that 14 per cent who initially positive for antibodies then showed a negative result two months later","Australians at risk of arbitrary arrest in China, Government warns",Canada opens doors to Asian tech talent fleeing Trump's US,Coronavirus herd immunity may be 'unachievable' because antibodies disappear after a few weeks in some people,Trump wrongly says scientists created Aids vaccine and predicts coronavirus cure by end of year,"Melborne, Australia’s second-largest City, will go into lockdown at midnight tonight for 6 weeks due to a second wave pf infections. The state of Victoria recorded 191 new cases overnight, its biggest daily increase since the crisis began.",Armed man who broke into Trudeau residence charged with threatening to kill or injure PM,French bus driver brain dead after being assaulted for requiring passengers wear masks,Several English pubs forced to close again after customers test positive for coronavirus,Actor Johnny Depp accuses ex-wife of lying in libel action against UK tabloid,China’s massive effort to collect its people’s DNA concerns scientists,"Mike Pompeo says US looking at banning Chinese social media apps, including TikTok","Seized by the Police, an Outspoken Chinese Professor Sees Fears Come True: Xu Zhangrun, who has long taught law at the prestigious Tsinghua University, is one of the few academics in China who have harshly criticized the ruling Communist Party."
